Code;Description
TD.16;MAINTENANCE DES LOGICIELS POUR L'ELECTRONIQUE
U;SCIENCES DE LA TERRE - GEOPHYSIQUE - ASTROPHYSIQUE - ARCHEOLOGIE
UA;EMBARCATIONS ET EQUIPEMENTS D'EMBARCATIONS
UA.0;EMBARCATIONS
UA.01;NAVIRES
UA.02;EMBARCATIONS TRANSPORTABLES OU A USAGE D'ANNEXE (SEMI-RIGIDES,…)
UA.03;PLATEFORMES, RADEAUX, BARGES A USAGE FLUVIAL
UA.1;EQUIPEMENTS TECHNIQUES ET DE NAVIGATION POUR NAVIRES
UA.11;MOTEURS DE BATEAU
UA.12;AUXILIAIRES DE PONT DE NAVIRE (TREUILS, GRUE, PORTIQUE…)
UA.13;MATERIEL D'ACCASTILLAGE
UA.14;EQUIPEMENTS DE SECURITE, DE SURVIE ET DE SURVEILLANCE POUR NAVIRE
UA.15;MATERIEL DE NAVIGATION
UA.16;AUTRES EQUIPEMENTS POUR BATEAUX
UA.2;FOURNITURES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES BATEAUX ET EQUIPEMENTS DE BATEAUX
UA.21;CONSOMMABLES POUR L'ENTRETIEN DES BATEAUX
UA.22;PIECES MECANIQUES DE RECHANGE POUR EQUIPEMENTS DE BATEAUX
UA.23;PIECES HYDRAULIQUES POUR EQUIPEMENTS DE BATEAUX
UA.24;PIECES ELECTRIQUES / ELECTRONIQUES POUR EQUIPEMENTS DE BATEAUX
UA.3;SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES BATEAUX ET EQUIPEMENTS DE BATEAUX
UA.31;TRAVAUX D'ENTRETIEN ET SERVICES POUR BATEAUX SEMI-RIGIDES
UA.32;TRAVAUX MECANIQUES POUR EQUIPEMENTS DE BATEAUX
UA.33;TRAVAUX HYDRAULIQUES POUR EQUIPEMENTS DE BATEAUX
UA.34;TRAVAUX ELECTRIQUES POUR EQUIPEMENTS DE BATEAUX
UA.35;REPARATION ET MAINTENANCE DU MATERIEL DE NAVIGATION ET DE COMMUNICATION
UA.36;TRAVAUX D'ENTRETIEN DES COQUES ET PONTS DE BATEAUX
UA.37;SERVICES, TESTS ET CONTRÔLES POUR CERTIFICATION
UA.4;AMENAGEMENT DES LOCAUX DE VIE DES BATEAUX
UA.41;MATERIEL DE CHAUFFAGE, VENTILATION, CLIMATISATION, SANITAIRE PR BATEAUX
UA.42;MOBILIER ET AUTRES EQUIPEMENTS D'AMENAGEMENT DES BATEAUX
UA.43;TRAVAUX D'AMENAGEMENT DES BATEAUX
UA.5;MATERIELS DE PRELEVEMENT ET DE PLONGEE SOUS-MARINE
UA.51;MATERIELS DE PRELEVEMENT
UA.52;MATERIELS DE PLONGEE SOUS-MARINE
UA.53;MAINTENANCE DES MATERIELS DE PLONGEE SOUS-MARINE
UB;VEHICULES AUTONOMES MARINS
UB.0;VEHICULES MARINS AUTONOMES
UB.01;DRONES MARINS
UB.02;FLOTTEURS MARINS
UB.1;OCEANOGRAPHIE : FOURNITURE DE FONCTIONNEMENT ET D’ENTRETIEN DES VEHICULES MARINS AUTONOMES
UB.11;PIECES MECANIQUES POUR VEHICULES MARINS AUTONOMES
UB.12;PIECES HYDRAULIQUES POUR VEHICULES MARINS AUTONOMES
UB.13;PIECES ELECTRONIQUES POUR VEHICULES MARINS AUTONOMES
UB.2;OCEANOGRAPHIE : SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES VEHICULES MARINS AUTONOMES
UB.21;TRAVAUX SUR ELEMENTS MECANIQUES DE VEHICULES MARINS AUTONOMES (M.O)
UB.22;TRAVAUX SUR ELEMENTS HYDRAULIQUES DE VEHICULES MARINS AUTONOMES (M.O)
UB.23;TRAVAUX ELECTRIQUES SUR VEHICULES MARINS AUTONOMES (M.O)
UC;OCEANOGRAPHIE : EQUIPEMENTS SCIENTIFIQUES EMBARQUES ET SERVICES
UC.0;CHAINE D’ACQUISITION SISMIQUE (SANS CAPTEURS ACOUSTIQUES)
UC.01;EQUIPEMENTS SOURCES DE LA CHAINE D’ACQUISITION SISMIQUE
UC.02;EQUIPEMENTS DE RECEPTION  ET TRAITEMENT DE LA CHAINE D’ACQUISITION SISMIQUE
UC.03;MATERIEL ASSOCIE A LA CHAINE D’ACQUISITION SISMIQUE
UC.1;CAPTEURS EMBARQUES SUR NAVIRES (AUTRES QUE SISMIQUES)
UC.11;THERMOSALINOGRAPHES
UC.12;CAPTEURS CTD (CONDUCTIVTY TEMPERATURE DEPTH)
UC.13;CAPTEURS ACOUSTIQUES (ADCP, HYDROPHONE,…)
UC.14;INSTRUMENTATION OPTIQUE (CAPTEURS, FLUORIMETRES,…)
UC.15;OCEANOGRAPHIE : AUTRES CAPTEURS
UC.2;AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES
UC.21;OCEANOGRAPHIE : INSTRUMENTATION  THERMIQUE
UC.22;OCEANOGRAPHIE : EQUIPEMENTS ELECTROCHIMIQUES
UC.23;OCEANOGRAPHIE : INSTRUMENTATION ELECTROMAGNETIQUE
UC.24;OCEANOGRAPHIE : POISSONS INSTRUMENTES
UC.25;OCEANOGRAPHIE : AUTRES INSTRUMENTS SCIENTIFIQUES EMBARQUES
UC.3;FOURNITURES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES EQUIPEMENTS SCIENTIFIQUES EMBARQUES
UC.31;FLUIDES ET CONSOMMABLES POUR EQUIPEMENTS SCIENTIFIQUES EMBARQUES
UC.32;PIECES MECANIQUES DE RECHANGE POUR LA SISMIQUE
UC.33;PIECES MECANIQUES DE RECHANGE POUR AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES
UC.34;COMPOSANTS ELECTRONIQUES DE RECHANGE POUR LA SISMIQUE
UC.35;PIECES ELECTRONIQUES DE RECHANGE POUR AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES
UC.36;PIECES INFORMATIQUES DE RECHANGE POUR EQUIPEMENTS SCIENTIFIQUES EMBARQUES
UC.4;SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES EQUIPEMENTS SCIENTIFIQUES EMBARQUES
UC.41;REPARATION ET MAINTENANCE SUR LA SISMIQUE
UC.42;RÉPARATION ET MAINTENANCE SUR LES AUTRES EQUIPEMENTS SCIENTIFIQUES EMBARQUES
UC.5;SERVICES EN OCEANOGRAPHIE
UC.51;CAMPAGNES DE PECHE COTIERE
UC.52;CAMPAGNES DE PECHE HAUTURIERE
UC.53;CAMPAGNES DE PECHE EN LAC OU RIVIERE
UC.54;SERVICES DE PLONGEE SOUS-MARINE
UC.55;SERVICES DE CONSEIL ET ASSISTANCE POUR OPERATIONS EN MER
UC.56;AUTRES SERVICES EN OCEANOGRAPHIE
UD;GEOPHYSIQUE TERRESTRE : VEHICULES TERRESTRES SPECIFIQUES ET EQUIPEMENTS
UD.0;VEHICULES TERRESTRES SPECIFIQUES
UD.01;VEHICULES TERRESTRES SPECIFIQUES
UD.1;VEHICULES TERRESTRES SPECIFIQUES : EQUIPEMENTS POUR VEHICULES
UD.11;EQUIPEMENTS POUR VEHICULES TERRESTRES SPECIFIQUES
UD.2;VEHICULES TERRESTRES SPECIFIQUES : FONCTIONNEMENT ET ENTRETIEN
UD.21;VEHICULES TERRESTRES SPECIFIQUES : CONSOMMABLES
UD.22;VEHICULES TERRESTRES SPECIFIQUES : PIECES MECANIQUES ET ELECTRONIQUES
UD.23;VEHICULES TERRESTRES SPECIFIQUES : TRAVAUX MECANIQUES, ELECTRIQUES, HYDRAULIQUES
UE;GEOPHYSIQUE : FORAGE ET CARROTAGE
UE.0;FORAGE ET CARROTAGE : MATERIEL ET ACCESSOIRES
UE.01;CARROTAGE : CARROTIERS A MOTEURS ET ACCESSOIRES
UE.02;FORAGE : FOREUSES ET ACCESSOIRES
UE.1;FORAGE ET CAROTTAGE : FOURNITURES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DU MATERIEL ET DES ACCESSOIRES
UE.11;CAROTTAGE : CONSOMMABLES ET PIECES DE RECHANGE POUR CAROTTIERS
UE.12;FORAGE : CONSOMMABLES ET PIECES DE RECHANGE POUR FOREUSES
UE.2;FORAGE ET CAROTTAGE : SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES EQUIPEMENTS ET ACCESSOIRES
UE.21;TRAVAUX MECANIQUES, ELECTRIQUES ET ENTRETIEN DU MATERIEL DE CAROTTAGE
UE.22;TRAVAUX MECANIQUES, ELECTRIQUES ET HYDRAULIQUES DU MATERIEL DE FORAGE
UE.3;FORAGE ET CAROTTAGE : PRESTATIONS DE SERVICES
UE.31;PRESTATIONS DE FORAGE OU DE CAROTTAGE
UF;VEHICULES AERIENS ET EQUIPEMENTS POUR VEHICULES AERIENS
UF.0;VEHICULES AERIENS ET EQUIPEMENTS ASSOCIES
UF.01;AVIONS ET HELICOPTERES
UF.02;EQUIPEMENTS D'AVIONS ET D'HELICOPTERES
UF.03;DRONES AERIENS ET ASSIMILES
UF.04;AERONEFS ET BALLONS SOLAIRES
UF.1;VEHICULES AERIENS : AMENAGEMENT DES VEHICULES AERIENS
UF.11;MATERIEL POUR L'AMENAGEMENT DES VEHICULES AERIENS
UF.2;VEHICULES AERIENS : EQUIPEMENTS TECHNIQUES ET DE NAVIGATION POUR VEHICULES AERIENS
UF.21;EQUIPEMENTS TECHNIQUES ET DE NAVIGATION POUR VEHICULES AERIENS
UF.3;VEHICULES AERIENS : FOURNITURES POUR LE FONCTIONNEMENT ET L'ENTRETIEN
UF.31;CONSOMMABLES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES VEHICULES AERIENS
UF.32;PIECES DE RECHANGE POUR MOTEURS ET AUTRES EQUIPEMENTS DE VEHICULES AERIENS
UF.4;SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES VEHICULES AERIENS ET EQUIPEMENTS ASSOCIES
UF.41;REPARATION ET MAINTENANCE DES MOTEURS D'AVION
UF.42;REPARATION ET MAINTENANCE DES AVIONS (HORS MOTEURS)
UF.43;REPARATION ET MAINTENANCE DES AUTRES VEHICULES AERIENS
UG;GEOPHYSIQUE - ASTROPHYSIQUE : AUTRES EQUIPEMENTS SCIENTIFIQUES
UG.0;GEOPHYSIQUE : EQUIPEMENTS DE METEOROLOGIE
UG.01;METEOROLOGIE : EQUIPEMENTS DE METEOROLOGIE
UG.02;METEOROLOGIE : RADIOMETRES (PROFILEURS RADIOMETRIQUES MICROONDES,…)
UG.03;METEOROLOGIE : RADARS (RADARS PROFILEURS VHF,…)
UG.04;METEOROLOGIE : LIDARS
UG.1;GEOPHYSIQUE : AUTRES EQUIPEMENTS SCIENTIFIQUES
UG.11;GEOPHYSIQUE : MATERIEL DE MESURE DES VIBRATIONS
UG.12;GEOPHYSIQUE : MATERIEL DE MESURE DE POSITION ET MESURE GEODESIQUE
UG.13;GEOPHYSIQUE : INSTRUMENTS DE TOPOGRAPHIE ET DE MESURE DES DISTANCES
UG.14;GEOPHYSIQUE : MAGNETOMETRES
UG.15;GEOPHYSIQUE : CAPTEURS (HORS OCEANOGRAPHIE)
UG.16;GROUPES ELECTROGENES POUR ACTIVITES SCIENTIFIQUES
UG.2;ASTROPHYSIQUE : EQUIPEMENTS SCIENTIFIQUES
UG.21;APPAREILLAGE DE SIMULATION POUR APPLICATIONS SPATIALES
UG.22;AUTRE MATERIEL SCIENTIFIQUE D'ASTROPHYSIQUE
UG.3;GEOPHYSIQUE : FOURNITURES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES EQUIPEMENTS SCIENTIFIQUES
UG.31;CONSOMMABLES ET PIECES DE RECHANGE POUR MATERIEL DE METEOROLOGIE
UG.32;CONSOMMABLES ET PIECES DE RECHANGE POUR AUTRE MATERIEL DE GEOPHYSIQUE
UG.33;CONSOMMABLES ET PIECES DE RECHANGE POUR MATERIEL D'ASTROPHYSIQUE
UG.4;GEOPHYSIQUE : SERVICES POUR LE FONCTIONNEMENT ET L'ENTRETIEN DES EQUIPEMENTS SCIENTIFIQUES  NON OCEANOGRAPHIQUES
UG.41;TRAVAUX MECANIQUES, ELECTRIQUES ET D'ENTRETIEN SUR MATERIEL DE METEOROLOGIE
UG.42;TRAVAUX MECAN., ELECTR. ET D'ENTRETIEN SUR AUTRE MATERIEL DE GEOPHYSIQUE
UG.43;TRAVAUX MECANIQUES, ELECTRIQUES ET D'ENTRETIEN SUR MATERIEL D'ASTROPHYSIQUE
UH;GEOPHYSIQUE - ASTROPHYSIQUE -  SPATIAL : SERVICES SPECIALISES
UH.0;GEOPHYSIQUE : SERVICES D'ACQUISITION DE DONNEES
UH.01;SERVICE D'ACQUISITION DE DONNEES METEOROLOGIQUES ET CLIMATOLOGIQUES
UH.02;SERVICES D'AQUISITION DE DONNEES DE POLLUTION
UH.03;SERVICES D'IMAGERIE SATELLITAIRES
UH.04;SERVICES DE MESURES LIDAR
UH.1;GEOPHYSIQUE - SPATIAL : AUTRES SERVICES
UH.11;SERVICES D'ETABLISSEMENT DE CARTES ET DE PHOTOINTERPRETATION
UH.12;NE PLUS UTILISER - UTILISER UE31
UH.13;SOLUTIONS DE LANCEMENT DE SATELLITES
UH.14;NE PLUS UTILISER - UTILISER UC55
UH.15;AUTRES SERVICES SPECIALISES EN GEOPHYSIQUE
UI;ARCHEOLOGIE
UI.0;ARCHEOLOGIE : FOURNITURES POUR FOUILLES ARCHEOLOGIQUES
UI.01;ARCHEOLOGIE : FOURNITURES POUR FOUILLES ARCHEOLOGIQUES
UI.1;ARCHEOLOGIE : SERVICES SUR CHANTIERS DE FOUILLES 
UI.11;ARCHEOLOGIE : PRESTATIONS SERVICES SUR CHANTIER DE FOUILLES (TERRASSEMENT…)
V;VIDE ET ULTRAVIDE : EQUIPEMENTS POUR LE VIDE ET POUR LES TECHNIQUES SOUS VIDE
VA;VIDE ET ULTRA-VIDE : EQUIPEMENTS POUR LA GENERATION, LA MESURE ET LE CONTRÔLE DU VIDE ET DE L'ULTRAVIDE
VA.0;VIDE ET ULTRAVIDE : POMPES / SYSTEMES DE POMPAGE
VA.01;VIDE PRIMAIRE : POMPES (A MEMBRANES, PALETTES, PISTONS, ROOTS,…)
VA.02;VIDE SECONDAIRE ET ULTRAVIDE : POMPES (TURBOMOLECULAIRES,…)
VA.03;VIDE ET ULTRAVIDE : CONSOMMABLES ET PIECES DETACHEES POUR POMPES
VA.1;VIDE ET ULTRAVIDE : ENCEINTES / BATI A VIDE ET COMPOSANTS ASSOCIES
VA.11;VIDE ET ULTRAVIDE : ENCEINTES ET BATIS POUR LE VIDE ET L'ULTRAVIDE
VA.12;VIDE ET ULTRAVIDE : COMPOSANTS POUR ENCEINTES (VANNES, RACCORDS, HUBLOTS…)
VA.13;VIDE ET ULTRAVIDE : MANIPULATEURS UHV ET ACCESSOIRES
VA.14;VIDE ET ULTRAVIDE : ELEMENTS CHAUFFANTS POUR LE VIDE
VA.15;VIDE ET ULTRAVIDE : AUTRES EQUIPEMENTS D'ENCEINTES A VIDE
VA.2;VIDE ET ULTRAVIDE : EQUIPEMENTS POUR LA MESURE ET LE CONTROLE DU VIDE ET DE L'ULTRAVIDE
VA.21;VIDE ET ULTRAVIDE : INSTRUMENTATION DE MESURE DU VIDE (JAUGES, VACUOMETRES,…)
VA.22;VIDE ET ULTRAVIDE : DEBITMETRES - REGULATEURS DE DEBIT
VA.23;VIDE ET ULTRAVIDE : ANALYSEURS DES GAZ RESIDUELS (RGA) ET DETECTEURS DE FUITE
VB;VIDE ET ULTRA-VIDE : TECHNIQUES SOUS VIDE
VB.0;TECHNIQUES SOUS VIDE (DEPOT, GRAVURE) : EQUIPEMENTS
VB.01;TECHNIQUES SOUS VIDE : MACHINES DE DEPOT ET DE GRAVURE
VB.02;TECHNIQUES SOUS VIDE : EVAPORATEURS SOUS VIDE
VB.03;TECHNIQUES SOUS VIDE : SYSTÈMES D'IONISATION A FAISCEAU D'IONS FOCALISES (FIB)
VB.04;TECHNIQUES SOUS VIDE : MICROBALANCES
VB.05;TECHNIQUES SOUS VIDE : CELLULES D'EFFUSION
VB.06;TECHNIQUES SOUS VIDE : AUTRE MATERIEL (APPAREILS DE PREPARATION DE SURFACE,…)
VC;VIDE ET ULTRA-VIDE : REPARATION ET MAINTENANCE DU MATERIEL POUR LE VIDE ET LES TECHNIQUES SOUS VIDE
VC.0;VIDE ET ULTRAVIDE : REPARATION ET MAINTENANCE DU MATERIEL POUR LE VIDE
VC.01;REPARATION ET MAINTENANCE DES POMPES A VIDE ET ULTRAVIDE
VC.02;REPARATION ET MAINTENANCE DU MATERIEL DE MESURE ET CONTRÔLE DU VIDE
VC.1;VIDE ET ULTRAVIDE : REPARATION ET MAINTENANCE DES EQUIPEMENTS POUR LES TECHNIQUES SOUS VIDE
VC.11;REPARATION ET MAINTENANCE DES EQUIPEMENTS DE DEPOT ET GRAVURE
W;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE
WA;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : MATERIAUX, CONSOMMABLES, EQUIPEMENTS
WA.0;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : MATERIAUX ET CONSOMMABLES
WA.01;NANOTECHNOLOGIES - MICROELECTRONIQUE : MATERIAUX SEMI-CONDUCTEURS
WA.02;NANOTECHNOLOGIES - MICROELECTRONIQUE : AUTRES SUBSTRATS 
WA.03;NE PLUS UTILISER - UTILISER NA.23
WA.04;NANOTECHNOLOGIES - MICROELECTRONIQUE : CONSOMMABLES (RESINES,…)
WA.1;NANOTECHNOLOGIES - MICROELECTRONIQUE : EQUIPEMENTS DE LITHOGRAPHIE ET CONSOMMABLES DEDIES
WA.11;NANOTECHNOLOGIES - MICROELECTRONIQUE : MATERIEL POUR PHOTOLITHOGRAPHIE
WA.12;NANOTECHNOLOGIES - MICROELEC : MATERIEL DE LITHOGRAPHIE LASER ACCESSOIRES
WA.13;NANOTECHNOLOGIES - MICROELEC : CONSOMMABLES POUR EQUIPEMENT DE LITHOGRAPHIE
WA.14;NANOTECHNOLOGIES - MICROELEC : MATERIEL DE LITHOGRAPHIE ELECTRONIQUE ET ACCES.
WA.15;NANOTECHNOLOGIES - MICROELEC : LOGICIELS DE LITHOGRAPHIE ELECTRONIQUE
WA.2;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : AUTRES EQUIPEMENTS ET CONSOMMABLES DEDIES
WA.21;NANOTECHNOLOGIES - MICROELEC. : MATERIEL POUR LE DEPOT (HORS VIDE)
WA.22;NANOTECHNOLOGIES - MICROELEC. : MATERIEL D'IMPLANTATION IONIQUE
WA.23;NANOTECHNOLOGIES - MICROELEC. : MATERIEL DE SERIGRAPHIE / IMPRESSION
WA.24;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : FOURS SPECIAUX
WA.25;MICRO-ELECTRONIQUE : AUTRES MACHINES DEDIEES (MICROSOUDURE, BONDING, TEST,…)
WB;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : REPARATION ET MAINTENANCE DES EQUIPEMENTS
WB.0;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : REPARATION ET MAINTENANCE DES EQUIPEMENTS DE LITHOGRAPHIE
WB.01;REPARATION ET MAINTENANCE DES EQUIPEMENTS DE LITHOGRAPHIE
WB.1;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : REPARATION ET MAINTENANCE DES AUTRES EQUIPEMENTS
WB.11;REPARATION ET MAINTENANCE DES AUTRES EQUIPEMENTS PR MICRO-ELECTRONIQUE
WC;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : SERVICES SPECIALISES
WC.0;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : SERVICES SPECIALISES
WC.01;NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : SERVICES SPECIALISES
X;DEPENSES HORS ACHATS
XA;REMBOURSEMENT DES DEPLACEMENTS ET MISSIONS
XA.0;REMBOURSEMENT DES FRAIS DE MISSIONS DES PERSONNELS
XA.01;OSOLETE - REMBOURSEMENT FRAIS DE MISSIONS EN FRANCE METROPOLITAINE Personnels
XA.02;OSOLETE - REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER Personnels
XA.03;SUBVENTIONS FRAIS DE RECHERCHE SUR LE TERRAIN Personnels
XA.04;AUTRES REMBOURSEMENTS DE FRAIS DE MISSIONS Personnels
XA.05;REMBOURSEMENT DES FRAIS DE RESTAURATION EN FRANCE METROPOLITAINE
XA.06;REMBOURSEMENT DES FRAIS DE TRANSPORT EN FRANCE METROPOLITAINE
XA.07;REMBOURSEMENT DES FRAIS DE RESTAURATION A L'ETRANGER
XA.08;REMBOURSEMENT DES FRAIS DE TRANSPORT A L'ETRANGER
XA.09;REMBOURSEMENT DES FRAIS D'HEBERGEMENT A L'ETRANGER
XA.1;REMBOURSEMENT DES FRAIS DE MISSIONS DES ETUDIANTS
XA.11;REMBOURSEMENT FRAIS DE MISSIONS EN FRANCE METROPOLITAINE Etudiants
XA.12;REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER Etudiants
XA.13;AUTRES REMBOURSEMENTS DE FRAIS DE MISSIONS Etudiants
XA.14;FRAIS DE MISSIONS DE RECHERCHE SUR LE TERRAIN Etudiants
XA.2;REMBOURSEMENT DES FRAIS DE MISSIONS DES PERSONNALITES EXTERIEURES
XA.21;REMBOURSEMENT FRAIS DE MISSIONS FRANCE METROPOLITAINE Personnalités extérieures
XA.22;REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER  Personnalités extérieures
XA.23;AUTRES REMBOURSEMENTS FRAIS DE MISSIONS  Personnalités extérieures
XA.24;FRAIS DE MISSIONS DE RECHERCHE SUR LE TERRAIN  Personnalités extérieures
XA.3;REMBOURSEMENTS DE DEPENSES REALISEES PAR CARTES D'AFFAIRES
XA.31;OSOLETE - REMBOURSEMENTS DE DEPENSES REALISEES PAR CARTES AFFAIRES
XA.32;REMBOURSEMENTS DE DEPENSES DE TRANSPORT REALISEES PAR CARTES AFFAIRES EN FRANCE METROPOLITAINE
XA.33;REMBOURSEMENTS DE DEPENSES DE RESTAURATION REALISEES PAR CARTES AFFAIRES EN FRANCE METROPOLITAINE
XA.34;AUTRES REMBOURSEMENTS DE DEPENSES REALISEES PAR CARTES AFFAIRES EN FRANCE METROPOLITAINE
XA.35;REMBOURSEMENTS DE DEPENSES DE TRANSPORT REALISEES PAR CARTES AFFAIRES A L'ETRANGER
XA.36;REMBOURSEMENTS DE DEPENSES DE RESTAURATION REALISEES PAR CARTES AFFAIRES A L'ETRANGER
XA.37;REMBOURSEMENTS DE DEPENSES D'HEBERGEMENT REALISEES PAR CARTES AFFAIRES A L'ETRANGER
XA.38;AUTRES REMBOURSEMENTS DE DEPENSES REALISEES PAR CARTES AFFAIRES A L'ETRANGER
XA.4;CHANGEMENT DE RESIDENCE
XA.41;INDEMNITES FORFAITAIRES DE CHANGEMENT DE RESIDENCE
XB;CHARGES DE PERSONNEL
XB.0;CHARGES FISCALES REMUNERATION
XB.01;TAXE SUR LES SALAIRES
XB.02;TAXE D'APPRENTISSAGE
XB.03;VERSEMENTS DE TRANSPORT PERSONNEL PERMANENT
XB.04;VERSEMENTS DE TRANSPORT REMUNERATIONS DIVERSES
XB.05;COTISATIONS FNAL PERSONNEL PERMANENT
XB.06;COTISATIONS FNAL REMUNERATIONS DIVERSES
XB.07;AUTRES IMPOTS ET TAXES SUR REMUNERATIONS
XB.08;AUTRES CHARGES DE PERSONNEL REDEVANCES A L’OMI
XB.09;TAXE PERCUE PAR LES ORGANISMES PUBLICS INTERNATIONAUX
XB.1;REMUNERATIONS ET CHARGES SOCIALES
XB.11;ACCUEILS, ECHANGES TITULAIRES ACCUEILLIS EN DELEGATIONS
XB.12;ACCUEILS CHAIRES D'EXCELLENCE CNRS-UNIVERSITES
XB.13;COTISATIONS URSSAF SUR REMUNERATIONS DIVERSES
XB.14;PROVISIONS CHOMAGES
XB.15;ALLOC.POUR PERTE D'EMPLOI -REMUNERATIONS DIVERSES
XB.16;INDEMN DE PREAVIS ET DE LICENCIEMENT-  REMUNERATIONS DIVERSES
XB.17;PERSONNEL INTERIMAIRE, DETACHE OU PRETE
XB.18;AVANTAGES FAMILIAUX REMUNERATION DIVERSES  (HORS FRANCE)
XB.19;AUTRES REMUNERATIONS DIVERSES
XB.2;MEDECINE DU TRAVAIL
XB.21;NE PLUS UTILISER - UTILISER EC.41
XB.22;MEDECINE STATUTAIRE - VISITES D'EMBAUCHE
XB.23;MEDECINE DU TRAVAIL: FRAIS MEDICAUX LIES AUX DEPARTS A L'ETRANGER
XB.24;MEDECINE DU TRAVAIL: AUTRES FRAIS MEDICAUX
XB.3;ŒUVRE SOCIALES
XB.31;OEUVRES SOCIALES AIDES EXCEPTIONNELLES
XB.32;DEPENSES SOCIALES DIVERSES
XB.33;SUBVENTIONS CAES
XB.34;SUBVENTIONS POUR AUTRES OEUVRES SOCIALES
XB.35;RESTAURATION SOCIALE : SUBVENTIONS ORGANISMES, ET RESTAURANTS INTER-ENTREPRISES
XB.36;PRÊT A MOBILITE
XC;FRAIS ET SUBVENTIONS VERSEES A D'AUTRES ORGANISMES Y COMPRIS INTERNATIONAUX
XC.0;FRAIS D'INSCRIPTIONS ET COTISATION
XC.01;FRAIS D'INSCRIPTION A DES COLLOQUES NON ORGANISES PAR L'ETABLISSEMENT
XC.02;COTISATIONS ASSOCIATIONS / CONCOURS DIVERS
XC.1 ;FRAIS DE PUBLICATION
XC.11;FRAIS DE PUBLICATIONS SCIENTIFIQUES
XC.12;FRAIS DE PUBLICATION D'ANNONCES DE RECRUTEMENT
XC.13;AUTRES FRAIS DE PUBLICATION (BOAMP,…)
XC.2;SUBVENTIONS ET PARTICIPATIONS VERSEES A D'AUTRES ORGANISMES, Y COMPRIS INTERNATIONAUX
XC.21;SUBV. OU PARTICIP. VERSEES DS LE CADRE DE CONTRATS ET PROG. DE RECH. ET DE DEV.
XC.22;SUBVENTIONS OU PARTICIPATIONS VERSEES DANS LE CADRE DE CONVENTIONS DE MIXITE
XC.23;MANDAT DE GESTION
XC.24;DELEGATION GLOBALE DE GESTION - FONCTIONNEMENT ET INVESTISSEMENT COURANT
XC.25;DELEGATION GLOBALE DE GESTION - INVESTISSEMENT NON COURANT
XC.26;SOUTIEN AUX REUNIONS ET COLLOQUES
XC.27;AUTRES SUBVENTIONS OU PARTICIPATIONS VERSEES A D'AUTRES ORGANISMES
XC.3 ;PRESTATIONS DE SERVICES ENTRE ETABLISSEMENTS
XC.31;SERVICES DE PRETS D'OUVRAGES ENTRE ETABLISSEMENTS
XC.32;ACCES AUX EQUIPEMENTS SCIENTIFIQUES D'AUTRES ETABLISSEMENTS
XD;AUTRES CHARGES 
XD.0;CHARGES FINANCIERES IMMOBILIERES, BAUX ET LOYERS 
XD.01;BAUX ET LOYERS 
XD.02;CHARGES LOCATIVES ET DE COPROPRIETE
XD.03;LOCATION DE TERRAIN NU
XD.05;PPP LOYER COMPOSANTE FINANCEMENT
XD.06;PPP LOYER COMPOSANTE FONCTIONNEMENT
XD.07;LOCATION IMMOBILIERE DE COURTE DUREE (INFERIEURE A UN MOIS)
XD.1;CHARGES FISCALES
XD.11;TAXE FONCIERE
XD.12;IMPOTS DIRECTS AUTRES IMPOTS LOCAUX
XD.13;IMPOTS DIRECTS TAXE SUR LES BUREAUX DE LA REGION IDF(ART. 231 TER DU CGI)
XD.14;IMPOTS DIRECTS TAXE SUR LE CHIFFRE D'AFFAIRE NON RECUPERABLES
XD.15;IMPOTS INDIRECTS
XD.16;DROITS DE MUTATION
XD.17;TAXE DIFFERENTIELLE SUR LES VEHICULES A MOTEUR
XD.18;AUTRES DROITS - ADMINISTRATION DES IMPOTS
XD.19;AUTRES DROITS ET TAXES
